"Hostname","AppName","InstallPath","AppVersion"
"Host021","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host021","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host021","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host021","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host021","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host021","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host022","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host022","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host022","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host022","Git version","C:\Program Files (x86)\Git version","2.11"
"Host022","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host022","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host022","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host022","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host022","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host022","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host022","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host022","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host022","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host022","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host022","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host022","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host022","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host022","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host022","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host022","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host022","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host022","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host022","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host022","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host022","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host022","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host022","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host022","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host022","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host022","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host022","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host022","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host023","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host023","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host023","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host023","Git version","C:\Program Files (x86)\Git version","2.11"
"Host023","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host023","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host023","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host023","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host023","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host023","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host023","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host023","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host023","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host023","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host023","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host023","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host023","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host023","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host023","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host023","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.15"
"Host023","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.15"
"Host023","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host023","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host023","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host023","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host023","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host023","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host023","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host023","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host023","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host023","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host023","Postman-win","C:\Program Files (x86)\Postman-win","1.9"
"Host024","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host024","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host024","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host024","Git version","C:\Program Files (x86)\Git version","2.9"
"Host024","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.29"
"Host024","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host024","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host024","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host024","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host024","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host024","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host024","KeePassXC","C:\Program Files (x86)\KeePassXC","1.7"
"Host024","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host024","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host024","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host024","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host024","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host024","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host024","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host024","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.15"
"Host024","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host024","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host024","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host024","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host024","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host024","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host024","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host024","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host024","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.9"
"Host024","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host024","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host024","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host025","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.234"
"Host025","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host025","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host025","Git version","C:\Program Files (x86)\Git version","2.11"
"Host025","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host025","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host025","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host025","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host025","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host025","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host025","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host025","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host025","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host025","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host025","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host025","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host025","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host025","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host025","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.13"
"Host025","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host025","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host025","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host025","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host025","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host025","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host025","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host025","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host025","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host025","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host025","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host025","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host025","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host026","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host026","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host026","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host026","Git version","C:\Program Files (x86)\Git version","2.11"
"Host026","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.29"
"Host026","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host026","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host026","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host026","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.25"
"Host026","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host026","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host026","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host026","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host026","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.43"
"Host026","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host026","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host026","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host026","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host026","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host026","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.15"
"Host026","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host026","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host026","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host026","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host026","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host026","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host026","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host026","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host026","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host026","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host026","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host026","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host027","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host027","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host027","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host027","Git version","C:\Program Files (x86)\Git version","2.11"
"Host027","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host027","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host027","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host027","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host027","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host027","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host027","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host027","KeePassXC","C:\Program Files (x86)\KeePassXC","1.7"
"Host027","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host027","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host027","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host027","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host027","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host027","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host027","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.13"
"Host027","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.15"
"Host027","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host027","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host027","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host027","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host027","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host027","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host027","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host027","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host027","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.9"
"Host027","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host027","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host027","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host028","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host028","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host028","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host028","Git version","C:\Program Files (x86)\Git version","2.10"
"Host028","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host028","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host028","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host028","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host028","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.25"
"Host028","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host028","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host028","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host028","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host028","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host028","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host028","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host028","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host028","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host028","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host028","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.16"
"Host028","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host028","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host028","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host028","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host028","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host028","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host028","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host028","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host028","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host028","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host028","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host028","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host029","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host029","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host029","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host029","Git version","C:\Program Files (x86)\Git version","2.11"
"Host029","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host029","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host029","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host029","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host029","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.25"
"Host029","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host029","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host029","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host029","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host029","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host029","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host029","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host029","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host029","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host029","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.13"
"Host029","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host029","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host029","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host029","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host029","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host029","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host029","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host029","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host029","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host029","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host029","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host029","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host029","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host030","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host030","SoapUI","C:\Program Files (x86)\SoapUI","1.5"
"Host030","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host030","Git version","C:\Program Files (x86)\Git version","2.11"
"Host030","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host030","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host030","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host030","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host030","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host030","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host030","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host030","KeePassXC","C:\Program Files (x86)\KeePassXC","1.7"
"Host030","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host030","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host030","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host030","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host030","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host030","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host030","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host030","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host030","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host030","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host030","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host030","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host030","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
